checkInDate,checkInDateMonthAndYear,checkOutDate,demographicId,encryptedReviewData,formattedRating,formattedResponseDate,formattedReviewDate,formattedReviewHelpfulText,helpfulVotes,hotelReviewId,isHelpfulComment,isReviewVoted,isShowReviewResponse,isShowReviewResponseTranslateButton,isShowReviewTranslateButton,providerId,rating,responderName,responseDateText,responseLanguageId,responseTranslateSource,reviewComments,reviewDate,reviewNegatives,reviewPositives,reviewProviderLogo,reviewTitle,translateSource,translateTarget,unHelpfulVotes,countryId,countryName,displayMemberName,flagName,isShowGlobalIcon,isShowReviewedCount,lengthOfStay,reviewGroupName,reviewerReviewedCount,roomTypeName
2018-05-01T00:00:00+07:00,พฤษภาคม 2018,2018-05-04T00:00:00+07:00,0,aj3y+ZmYd0TvfeJy7hABmQ==,9.6,,12 พฤษภาคม 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,157703915,False,False,False,False,True,332,9.6,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,Everything is good except an unpleasant check in experience when we were told that they cannot find our booking which was completed by Agoda.  It takes us 30 mins to get the room.  ,2018-05-12T09:08:00+07:00,,,,Very grand hotel with nice spa and room ,en,th,0,169,มาเก๊า,Weng,mo,False,False,3,คู่รัก,42,ดีลักซ์
,,,0,Vd32vM2QQVdrTvfW9OJzNQ==,2.9,,20 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132439231,False,False,False,False,True,3038,2.9,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-20T20:12:47+07:00,Excessive amount charged ,Nothing. ,,Useless to come again here. ,en,th,0,19,ปากีสถาน,Usman,pk,False,False,0,ครอบครัวที่มีเด็กเล็ก,0,
2018-04-13T00:00:00+07:00,เมษายน 2018,2018-04-15T00:00:00+07:00,0,DuVpbyRScZusXi0yo8xO1g==,9.2,,08 พฤษภาคม 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,157070662,False,False,False,False,True,332,9.2,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,"But one thing I was disappointed is that staff let me know my room rate wrong. 
He asked me to pay more expensive than my booking so I claimed him and finally he revised the room rate. 
But, meal was good and room condition was also nice :)",2018-05-08T10:05:00+07:00,,,,It was good experience to stay here,en,th,0,212,เกาหลีใต้,YEHOON,kr,False,False,2,คู่รัก,3,ดีลักซ์
,,,0,kS32xlSnXqQZpa6OCUyABw==,6.3,,20 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132427558,False,False,False,False,True,3038,6.3,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-20T17:25:12+07:00,"The unclean surrounding, the expensive breakfast without adequate intercontinental choices , poor noise isolation between rooms","Staff members were friendly, nice , and helpful",,Fair,en,th,0,152,จอร์แดน,Mohd,jo,False,False,0,เดินทางคนเดียว,0,
2018-04-26T00:00:00+07:00,เมษายน 2018,2018-04-27T00:00:00+07:00,0,TRjXrXqFGXDFY0DqgyY+aQ==,9.6,,02 พฤษภาคม 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,155287948,False,False,False,False,True,332,9.6,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,"very good hotel, just room a little bit small",2018-05-02T18:03:00+07:00,,,,nice hotel,en,th,0,191,จีน,Qian,cn,False,False,1,นักธุรกิจ,3,ดีลักซ์
,,,0,KpJo3u6UuZUA9jUMNE8NSg==,8.3,,20 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132443327,False,False,False,False,True,3038,8.3,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-20T04:12:06+07:00,"The location is quite far from Phrom Phong BTS station. You can pass the Marquis Queen’s Park to access the hotel within 5 minutes. However, the park closes at 9pm. You need to walk at least 15 minutes to arrive at Hotel - there are so many night clubs nearby.",The bed is really comfort. Staff are really helpful. They will assist you to hire taxi which is counted by meter.,,Very good,en,th,0,132,ฮ่องกง,Anonymous,hk,False,False,0,คู่รัก,0,
2018-04-19T00:00:00+07:00,เมษายน 2018,2018-04-29T00:00:00+07:00,0,2p8I++t+ZCMDXvrIljzQuw==,9.2,,30 เมษายน 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,154777745,False,False,False,False,True,332,9.2,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,Everything very good. Just peak time bit of waiting to get in restaurant for breakfast. But staff try their best to cater,2018-04-30T12:08:00+07:00,,,,"Classy, good location and very private",en,th,0,139,ออสเตรเลีย,Ahtulesh,au,False,False,10,นักธุรกิจ,1,ดีลักซ์
,,,0,sL7hJZkcM7oPtJyRZ/NnxA==,8.8,,18 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132433066,False,False,False,False,True,3038,8.8,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-18T06:24:34+07:00,,Excellent Breakfast,,Fabulous,en,th,0,149,เนเธอร์แลนด์,Anonymous,nl,False,False,0,เดินทางคนเดียว,0,
2017-10-19T00:00:00+07:00,ตุลาคม 2017,2017-10-22T00:00:00+07:00,0,hBm1WrUXpxRuaaFwo+/mJQ==,8.8,,28 เมษายน 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,154160247,False,False,False,False,True,332,8.8,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,"The location itself is very convenient to get around. There is a hotel's siongthiao (van tuk tuk) that takes you every half hour to the closest shopping mall called Emporium. An upscale place with a theater. The Buffets offered in their restaurant is to die for. We thoroughly enjoyed their International Buffet Dinner and it's worth your money. We were pleasantly upgraded for the accommodation room. The gym is excellent. Pool seems a bit small for the capacity of the hotel. There was quite a crowd at that time so we did not really get to enjoy the pool. Nevertheless, some of the staff's courteous treatment made it up for the rest of our stay here. We look forward to our future stay at BKK Marriott Marquis Queen's Park.",2018-04-28T16:50:00+07:00,,,,Paradise in the City,en,th,0,198,มาเลเซีย,Lay,my,False,False,3,คู่รัก,16,
,,,0,IJZFXhoqzgzZjW2aeyAjkg==,8.8,,18 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132428741,False,False,False,False,True,3038,8.8,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-18T06:16:59+07:00,Every thing,"Every thing was perfect , except the shower drainage , complained the property and they send some body , who checked out and said it's ok now , but again same problem.",,Excellent,en,th,0,19,ปากีสถาน,00923333855000,pk,False,False,0,คู่รัก,0,
2018-04-13T00:00:00+07:00,เมษายน 2018,2018-04-15T00:00:00+07:00,0,0XHe5QuPxkyrSar8ToeXZQ==,8.4,,20 เมษายน 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,152924072,False,False,False,False,True,332,8.4,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,its a nice hotel but quite far away from the bts station. pubs and restaurants are around the corner so unless u are planning to enjoy the hotel facilities then its a good stay.,2018-04-20T10:39:00+07:00,,,,nice but far away from bts,en,th,0,198,มาเลเซีย,See,my,False,False,2,นักธุรกิจ,125,ดีลักซ์
,,,0,lSso/gMPrDg/JUUJEByAeA==,7.9,,17 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132445759,False,False,False,False,True,3038,7.9,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-17T20:26:01+07:00,,All was ok.,,It was great,en,th,0,19,ปากีสถาน,Usman,pk,False,False,0,คู่รัก,0,
2018-04-05T00:00:00+07:00,เมษายน 2018,2018-04-07T00:00:00+07:00,0,3tE6jwp8NtxfH9P57r3I4Q==,8.4,,09 เมษายน 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,150779066,False,False,False,False,True,332,8.4,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,"Nice Hotel , nice staff",2018-04-09T17:00:00+07:00,,,,"Nice hotel , nice staff",en,th,0,169,มาเก๊า,SON,mo,False,False,2,ครอบครัวที่มีเด็กเล็ก,14,ดีลักซ์
,,,0,7qFb4905S9zAOeA6dZglMA==,10.0,,17 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132414001,False,False,False,False,True,3038,10.0,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-17T04:37:35+07:00,Location was not the best.,"The SPA was excellent, the hotel staff very kind and helpful.",,"Good experience, high quality hotel.",en,th,0,69,ชิลี,Cecilia,cl,False,False,0,คู่รัก,0,
2018-04-02T00:00:00+07:00,เมษายน 2018,2018-04-04T00:00:00+07:00,0,8HJH6NqbA9ytYVNneIGuCg==,9.6,,08 เมษายน 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,150625749,False,False,False,False,True,332,9.6,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,"Very good hotel with excellent service,  No matter the bell boy and receptionist to the staff in restaurants, they all show initiative to help all the time and react quickly to customer's enquiry.  You will feel you are welcome by the hotel and appreciate your stay.  Breakfast variety is very large, taste is good, gym and pool are nice!!
I like the Rooftop bar on 38/F and the staff are super nice.  I definitely will come back and recommend my friends. ",2018-04-08T17:27:00+07:00,,,,New hotel with excellent service,en,th,0,132,ฮ่องกง,Wai,hk,False,False,2,คู่รัก,57,ดีลักซ์
,,,0,WBT+J2LPffILBB6uovl1jA==,8.3,,16 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132447040,False,False,False,False,True,3038,8.3,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-16T22:28:18+07:00,Time from airport to hotel.,"Convenient location, lot of restaurants if we were to try different types of cuisines or authentic local cuisine outside a five star hotel.",,Short but nice! Would love to stay for longer time next time. Great location for a quick footmassage,en,th,0,105,กาตาร์,Venkatanath,qa,False,False,0,กลุ่มเพื่อน,0,
2018-03-30T00:00:00+07:00,มีนาคม 2018,2018-04-01T00:00:00+07:00,0,0+07rG9WdACZyck83GDVQw==,10.0,,04 เมษายน 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,149835557,False,False,False,False,True,332,10.0,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,Good location ,2018-04-04T13:41:00+07:00,,,,Love it ,en,th,0,114,สิงคโปร์,Dannie,sg,False,False,2,นักธุรกิจ,27,ดีลักซ์ วิวสวนสาธารณะ
,,,0,sVoxaIMVSAlAaKP+ifES9Q==,3.3,,12 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132450565,False,False,False,False,True,3038,3.3,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-12T14:22:40+07:00,Room was dusty.we booked one double they gave us two singles.we booked for on smoking they have us smoking room,None,,disappointed,en,th,0,192,อินโดนีเซีย,Zukash,id,False,False,0,คู่รัก,0,
2017-12-08T00:00:00+07:00,ธันวาคม 2017,2017-12-10T00:00:00+07:00,0,wmeK/Pck4hSnqrEOT895dw==,10.0,,04 เมษายน 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,149800726,False,False,False,False,True,332,10.0,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,"room is spacious, clean. staffs are friendly helpful. location is good. ",2018-04-04T08:41:00+07:00,,,,worth the money spent,en,th,0,198,มาเลเซีย,Kit,my,False,False,2,คู่รัก,9,
,,,0,Qr7MvndZ+KU73QF8ddULdA==,9.6,,11 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132453034,False,False,False,False,True,3038,9.6,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-11T14:10:11+07:00,,All,,Exceptional,en,th,0,153,ฝรั่งเศส,Jean,fr,False,False,0,คู่รัก,0,
2018-03-31T00:00:00+07:00,มีนาคม 2018,2018-04-01T00:00:00+07:00,0,MyNd6xH5oZ5C/qsMD1g9xg==,9.2,,01 เมษายน 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,149299157,False,False,False,False,True,332,9.2,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,"Perfect cleanliness and the room is spacious. I love the complimentary toiletries. However, the pool is too small and full of tourists. ",2018-04-01T13:18:00+07:00,,,,overall good,en,th,0,198,มาเลเซีย,Kenix,my,False,False,1,คู่รัก,7,ดีลักซ์
,,,0,cXVNaYXKFCp0oidouLWLTw==,9.6,,09 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132457373,False,False,False,False,True,3038,9.6,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-09T20:11:21+07:00,Nothing in particular,Everything,,It was very comfortable,en,th,0,181,สหรัฐอเมริกา,Michael,us,False,False,0,คู่รัก,0,
2018-03-04T00:00:00+07:00,มีนาคม 2018,2018-03-06T00:00:00+07:00,0,VGMMW7OFerhJEkE5q0VFYg==,10.0,,07 มีนาคม 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,143415575,False,False,False,False,True,332,10.0,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,Convenient location close to shopping centre and BTS station. Friendly and courteous staff. Excellent services with the largest spread of beffet breakfast.,2018-03-07T14:42:00+07:00,,,,ยอดเยี่ยม,en,th,0,114,สิงคโปร์,Chin,sg,False,False,2,คู่รัก,2,ดีลักซ์
,,,0,XAXjeljFp+4AEuoXfyxUQA==,8.8,,08 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132416646,False,False,False,False,True,3038,8.8,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-08T07:29:30+07:00,"Ugly street, but I think it's normal in Bangkok",Good atmosphere,,Crazy city,en,th,0,207,บราซิล,Anonymous,br,False,False,0,เดินทางคนเดียว,0,
2018-02-25T00:00:00+07:00,กุมภาพันธ์ 2018,2018-02-26T00:00:00+07:00,0,Y7RufhE4Y5LMCoY4bc1Vqw==,7.2,,04 มีนาคม 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,142400353,False,False,False,False,True,332,7.2,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,The hotel and its facilities are very good. However with too few staff everything takes time from checking in to organizing transport it takes at least 15 mins each time.,2018-03-04T14:43:00+07:00,,,,Hotel is too big,en,th,0,139,ออสเตรเลีย,Michael,au,False,False,1,เดินทางคนเดียว,7,ดีลักซ์
,,,0,0pWSsy28vyWNl+xosfpMYg==,7.5,,07 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132449447,False,False,False,False,True,3038,7.5,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-07T12:36:06+07:00,"Room quality not a 5 star
Too cold pool",Location,,Too small bathroom no bath tub small wardrobe,en,th,0,139,ออสเตรเลีย,Yu,au,False,False,0,คู่รัก,0,
2017-12-31T00:00:00+07:00,ธันวาคม 2017,2018-01-01T00:00:00+07:00,0,+TAajHSzOhdhaU7pd+goXQ==,8.0,,03 มีนาคม 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,142010231,False,False,False,False,True,332,8.0,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,"Everything is good especially staffs. They work so hard to satisfy customer. However, I don't know the reason why there are so many crowd in business lounge   ",2018-03-03T00:08:00+07:00,,,,Great location. Good facility. But..,en,th,0,106,ประเทศไทย,akapoch,th,False,False,1,คู่รัก,3,
,,,0,2ak8WYjzVE+3GrZMR/iWYw==,10.0,,03 พฤศจิกายน 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132415245,False,False,False,False,True,3038,10.0,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-11-03T06:15:44+07:00,The pool is a little small for such a big hotel,"Even our kids were not allow to go to the Lounge club for breakfast and evening, we were able to enjoy other place maybe better for the family....",,The best breakfast I have ever had!,en,th,0,106,ประเทศไทย,Flavien,th,False,False,0,ครอบครัวที่มีเด็กเล็ก,0,
2018-02-20T00:00:00+07:00,กุมภาพันธ์ 2018,2018-02-22T00:00:00+07:00,0,FWg+k5tSb4XxPTRnsC9q8Q==,7.6,,26 กุมภาพันธ์ 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,141147565,False,False,False,False,True,332,7.6,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,"We check in around 12:00 noontime, luckily we can have room immediately no need to wait till 2:00pm. Most of the staffs are nice and attentive. Only comment for improvement is check in counter line up queue indication is not clear enough which causes confusion when line up. ",2018-02-26T20:00:00+07:00,,,,ดีมาก,en,th,0,132,ฮ่องกง,WONG,hk,False,False,2,เดินทางคนเดียว,2,ดีลักซ์
,,,0,m9OR3UB33GPY5G8PbixW2g==,9.6,,30 ตุลาคม 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132426043,False,False,False,False,True,3038,9.6,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-10-30T15:49:23+07:00,"Restaurants ( Thai) is not too attentive to customers who do not have reservations. Waited 20 minutes, no one came and we left and went outside to eat.","Good location, clean and supportive staff",,"Convenient place to action, staff customer service oriented and very respectful of patrons",en,th,0,181,สหรัฐอเมริกา,Sharvan,us,False,False,0,กลุ่มเพื่อน,0,
2018-02-14T00:00:00+07:00,กุมภาพันธ์ 2018,2018-02-15T00:00:00+07:00,0,4vSgvStf1iqHqHUGt1vEaA==,10.0,,16 กุมภาพันธ์ 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,138933107,False,False,False,False,True,332,10.0,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,"They didn’t get 5 Stars for nothing. The service, the staff, the room and everything are devine! The breakfast was outrageous. The bed and pillow were beyond comfy. Very helpful and friendly staff. ",2018-02-16T19:51:00+07:00,,,,5 Stars Perfection,en,th,0,106,ประเทศไทย,Katekunya,th,False,False,1,คู่รัก,5,ดีลักซ์
,,,0,Y67eI7p78jIu9Hk7oeMupQ==,9.2,,29 ตุลาคม 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132419579,False,False,False,False,True,3038,9.2,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-10-29T03:56:20+07:00,,This hotel is very nice and modern and by the way its new and the stuff also very nice and very helpful and they will cooperate with you as much as they can . The breakfast is amazing and the restaurant is very big and the swimming pool is cool also I love the kids club which is very nice,,Superb,en,th,0,64,สหรัฐอาหรับเอมิเรตส์,Saeed,ae,False,False,0,ครอบครัวที่มีเด็กเล็ก,0,
2018-02-11T00:00:00+07:00,กุมภาพันธ์ 2018,2018-02-14T00:00:00+07:00,0,3RInK6DoYAKwGjGk7frpNg==,6.8,,15 กุมภาพันธ์ 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,138508974,False,False,False,False,True,332,6.8,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,"good location to go another areas to visit and big hotel with many rooms.
lots of tour groups... and sauna is smelly.... cant enjoy... even no free wifi for hotel gst. you need to be member for marriott to get free wifi",2018-02-15T16:28:00+07:00,,,,big hotel and good location,en,th,0,212,เกาหลีใต้,YEONHO,kr,False,False,3,เดินทางคนเดียว,51,ดีลักซ์
,,,0,yJfjH8T1HRoBIq5TVV/1aQ==,6.7,,24 ตุลาคม 2017,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132431204,False,False,False,False,True,3038,6.7,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,,2017-10-24T08:33:52+07:00,"the bed and pillow are too soft. the housekeeping not cleaning the room properly, still dusty on the cabinet and table after everyday cleaning.","spacious room, nice staff",,"A bit disappointted. Overall, staff attitude is the only one impressed.",en,th,0,198,มาเลเซีย,Huey,my,False,False,0,ครอบครัวที่มีเด็กเล็ก,0,
2018-01-15T00:00:00+07:00,มกราคม 2018,2018-01-17T00:00:00+07:00,0,tJy8WeYNwLFBUIDOHNtAzA==,9.2,,19 มกราคม 2018,ท่านคิดว่ารีวิวนี้มีประโยชน์หรือไม่,0,132963692,False,False,False,False,True,332,9.2,แบงค็อก แมริออท มาร์ควิส ควีนส์พาร์ค,,0,,"We had stayed in Club room, as a result of which we had access to M Club lounge. The breakfast , light lunch and evening cocktails and desserts at the lounge were excellent. Staff was extremely attentive and helpful. Room was very neat and clean. View from our room was fantastic as we were on 28th floor. Location of the hotel too is very convenient to move across sukhumvit.",2018-01-19T14:29:00+07:00,,,,Excellent experience,en,th,0,35,อินเดีย,NIKHIL,in,False,False,2,คู่รัก,2,
